policy_id,client_id,product_type,start_date,end_date,agent_id,region,experience_years,age,country,signup_date,annee_signup,total_premium,total_claim,total_claim_accepted,nb_claims,nb_claims_accepted,loss_ratio,profit,is_profitable,duree_contrat_jours,annee_debut,mois_debut
146,658,Vie,2025-06-12,2023-09-17,60,Nigeria,11,53,Côte d’Ivoire,2025-01-04,2025,690.14,0.0,0.0,0.0,0.0,0.0,690.14,True,634,2025,6
147,736,Habitation,2023-03-23,2022-08-22,249,Kenya,9,61,Kenya,2024-12-24,2024,1054.05,645.92,0.0,1.0,0.0,0.0,1054.05,True,213,2023,3
148,384,Santé,2021-02-08,2022-01-31,270,Kenya,6,41,Kenya,2022-08-23,2022,0.0,1719.8,0.0,1.0,0.0,0.0,0.0,False,357,2021,2
149,62,Santé,2023-03-18,2022-02-19,217,Maroc,7,64,Côte d’Ivoire,2025-10-13,2025,4049.37,3580.46,3580.46,1.0,1.0,88.42017400237569,468.90999999999985,True,392,2023,3
150,505,Auto,2022-06-07,2023-07-28,2,Maroc,11,46,Maroc,2022-12-25,2022,974.61,3649.83,3466.98,2.0,1.0,355.72998430141286,-2492.37,False,416,2022,6
151,239,Habitation,2021-02-25,2025-06-25,24,Sénégal,5,61,Maroc,2024-11-30,2024,1392.21,959.44,959.44,1.0,1.0,68.91489071332629,432.77,True,1581,2021,2
152,195,Auto,2024-06-29,2022-06-25,206,Maroc,8,44,Sénégal,2025-01-04,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,735,2024,6
153,678,Auto,2021-04-16,2025-07-08,199,Côte d’Ivoire,4,61,Nigeria,2025-12-14,2025,0.0,3815.1,0.0,1.0,0.0,0.0,0.0,False,1544,2021,4
154,61,Habitation,2021-06-30,2026-04-30,114,Côte d’Ivoire,3,25,Sénégal,2022-06-19,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1765,2021,6
155,1153,Habitation,2021-09-22,2021-03-25,280,Côte d’Ivoire,10,47,Kenya,2021-08-02,2021,2916.2200000000003,2965.53,2965.53,1.0,1.0,101.6908875187743,-49.309999999999945,False,181,2021,9
156,990,Vie,2022-11-03,2021-09-28,155,Côte d’Ivoire,12,68,Kenya,2022-03-29,2022,0.0,1076.65,1076.65,1.0,1.0,0.0,-1076.65,False,401,2022,11
157,685,Habitation,2025-01-03,2022-01-23,165,Nigeria,13,59,Sénégal,2025-05-06,2025,553.96,0.0,0.0,0.0,0.0,0.0,553.96,True,1076,2025,1
158,156,Santé,2020-12-29,2021-08-02,222,Kenya,14,30,Maroc,2022-04-25,2022,2607.01,2980.81,2980.81,1.0,1.0,114.33826490884191,-373.7999999999997,False,216,2020,12
159,923,Habitation,2025-12-06,2021-02-28,91,Nigeria,11,33,Nigeria,2023-08-06,2023,1658.56,4574.39,4574.39,1.0,1.0,275.80491510708083,-2915.8300000000004,False,1742,2025,12
160,868,Vie,2021-06-29,2025-06-14,167,Kenya,6,47,Kenya,2021-12-04,2021,2909.84,0.0,0.0,0.0,0.0,0.0,2909.84,True,1446,2021,6
161,903,Vie,2021-09-25,2023-04-23,207,Maroc,10,46,Côte d’Ivoire,2022-12-24,2022,1482.43,7964.11,7964.11,4.0,4.0,537.2334612764178,-6481.679999999999,False,575,2021,9
162,999,Vie,2025-04-20,2025-03-08,282,Sénégal,12,35,Kenya,2022-06-24,2022,3143.45,9579.6,5727.49,5.0,3.0,182.20394789164772,-2584.04,False,43,2025,4
163,975,Habitation,2024-08-07,2025-09-26,65,Sénégal,13,52,Maroc,2023-01-16,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,415,2024,8
164,388,Habitation,2022-08-20,2021-05-03,4,Côte d’Ivoire,9,48,Sénégal,2024-03-17,2024,0.0,3407.68,0.0,1.0,0.0,0.0,0.0,False,474,2022,8
165,887,Auto,2022-06-01,2024-12-07,157,Nigeria,5,35,Sénégal,2023-02-11,2023,1937.71,7499.1,4339.14,2.0,1.0,223.93134163522922,-2401.4300000000003,False,920,2022,6
166,838,Auto,2022-05-20,2024-03-08,249,Kenya,9,27,Sénégal,2021-10-18,2021,477.77,0.0,0.0,0.0,0.0,0.0,477.77,True,658,2022,5
167,340,Santé,2021-05-30,2022-07-16,257,Côte d’Ivoire,4,65,Maroc,2021-08-04,2021,1902.54,0.0,0.0,0.0,0.0,0.0,1902.54,True,412,2021,5
168,204,Auto,2023-11-21,2026-12-06,235,Côte d’Ivoire,13,26,Maroc,2021-05-29,2021,0.0,3341.3,3341.3,1.0,1.0,0.0,-3341.3,False,1111,2023,11
169,161,Santé,2022-05-15,2025-10-04,74,Kenya,11,69,Maroc,2025-11-30,2025,0.0,8103.76,4639.21,2.0,1.0,0.0,-4639.21,False,1238,2022,5
170,392,Vie,2025-11-23,2023-06-24,187,Côte d’Ivoire,5,38,Côte d’Ivoire,2025-03-18,2025,1404.86,0.0,0.0,0.0,0.0,0.0,1404.86,True,883,2025,11
171,769,Auto,2023-01-13,2022-01-30,62,Kenya,9,41,Maroc,2021-07-29,2021,614.73,2053.89,2053.89,1.0,1.0,334.1125372114587,-1439.1599999999999,False,348,2023,1
172,575,Habitation,2020-08-01,2025-09-23,164,Côte d’Ivoire,9,30,Côte d’Ivoire,2020-03-08,2020,2550.75,1795.82,1795.82,1.0,1.0,70.40360678231893,754.9300000000001,True,1879,2020,8
173,534,Auto,2020-01-19,2025-09-13,56,Maroc,6,40,Maroc,2024-01-06,2024,1581.66,4765.23,0.0,1.0,0.0,0.0,1581.66,True,2064,2020,1
174,1094,Santé,2021-10-03,2023-07-24,111,Kenya,13,37,Nigeria,2020-08-12,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,659,2021,10
175,893,Auto,2023-01-09,2024-01-07,218,Sénégal,14,69,Côte d’Ivoire,2020-10-03,2020,3037.81,3246.48,3246.48,2.0,2.0,106.86909319542697,-208.67000000000007,False,363,2023,1
176,405,Vie,2020-11-25,2024-12-06,240,Sénégal,6,67,Côte d’Ivoire,2021-06-15,2021,1655.46,0.0,0.0,0.0,0.0,0.0,1655.46,True,1472,2020,11
177,608,Habitation,2022-05-15,2021-03-16,21,Kenya,11,52,Maroc,2025-09-04,2025,0.0,7428.3,7428.3,2.0,2.0,0.0,-7428.3,False,425,2022,5
178,828,Santé,2022-02-12,2021-10-22,141,Kenya,8,45,Nigeria,2022-06-27,2022,0.0,2255.82,2255.82,1.0,1.0,0.0,-2255.82,False,113,2022,2
179,1144,Habitation,2021-01-26,2021-01-21,265,Kenya,5,18,Côte d’Ivoire,2024-03-21,2024,1993.0,849.2,0.0,1.0,0.0,0.0,1993.0,True,5,2021,1
180,690,Habitation,2021-09-28,2023-11-05,139,Côte d’Ivoire,9,22,Côte d’Ivoire,2020-06-22,2020,1883.31,4601.95,4601.95,1.0,1.0,244.35435483271473,-2718.64,False,768,2021,9
181,902,Santé,2022-10-22,2024-05-19,70,Maroc,3,22,Sénégal,2021-08-01,2021,887.28,3995.54,3995.54,2.0,2.0,450.3133171039582,-3108.26,False,575,2022,10
182,56,Habitation,2024-08-01,2022-07-14,118,Sénégal,7,37,Nigeria,2021-01-20,2021,0.0,1801.89,1801.89,1.0,1.0,0.0,-1801.89,False,749,2024,8
183,366,Habitation,2022-01-09,2024-01-15,198,Nigeria,3,64,Nigeria,2021-01-05,2021,0.0,2202.68,2202.68,1.0,1.0,0.0,-2202.68,False,736,2022,1
184,455,Auto,2024-03-25,2024-03-18,205,Kenya,11,59,Côte d’Ivoire,2023-02-26,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7,2024,3
185,104,Habitation,2021-04-13,2022-01-07,214,Maroc,8,24,Côte d’Ivoire,2025-11-18,2025,0.0,3971.65,3971.65,2.0,2.0,0.0,-3971.65,False,269,2021,4
186,77,Habitation,2023-02-09,2026-07-21,56,Maroc,6,61,Nigeria,2024-09-27,2024,676.67,11313.21,6612.04,3.0,2.0,977.143954955887,-5935.37,False,1258,2023,2
187,230,Habitation,2022-10-28,2023-03-29,287,Maroc,10,19,Nigeria,2025-04-13,2025,2793.44,4286.53,1866.58,2.0,1.0,66.82012142734406,926.8600000000001,True,152,2022,10
188,331,Habitation,2022-05-23,2024-03-20,293,Kenya,6,52,Sénégal,2022-06-21,2022,0.0,456.25,0.0,1.0,0.0,0.0,0.0,False,667,2022,5
189,893,Santé,2021-04-04,2024-03-10,175,Côte d’Ivoire,1,69,Côte d’Ivoire,2020-10-03,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1071,2021,4
190,688,Vie,2024-03-29,2023-12-29,128,Côte d’Ivoire,13,44,Sénégal,2021-06-03,2021,495.25,839.46,839.46,1.0,1.0,169.5022715800101,-344.21000000000004,False,91,2024,3
191,27,Auto,2022-01-21,2024-07-07,292,Kenya,7,29,Kenya,2023-01-27,2023,0.0,610.43,610.43,1.0,1.0,0.0,-610.43,False,898,2022,1
192,299,Habitation,2024-01-01,2026-07-05,288,Nigeria,12,22,Sénégal,2022-08-30,2022,0.0,5865.5599999999995,5865.5599999999995,2.0,2.0,0.0,-5865.5599999999995,False,916,2024,1
193,957,Habitation,2024-11-12,2023-04-26,226,Kenya,10,31,Nigeria,2022-10-08,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,566,2024,11
194,799,Santé,2022-05-03,2026-06-15,64,Kenya,4,42,Maroc,2022-03-07,2022,0.0,4734.799999999999,2171.18,2.0,1.0,0.0,-2171.18,False,1504,2022,5
195,1115,Vie,2023-08-22,2022-06-05,48,Nigeria,14,61,Sénégal,2024-04-01,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,443,2023,8
196,480,Habitation,2021-04-22,2022-01-06,202,Nigeria,4,47,Nigeria,2025-03-14,2025,2096.75,7719.57,3283.11,2.0,1.0,156.5808990103732,-1186.3600000000001,False,259,2021,4
197,573,Santé,2020-05-14,2024-12-13,60,Nigeria,11,61,Nigeria,2020-02-10,2020,1319.18,5989.19,5989.19,2.0,2.0,454.0085507663851,-4670.009999999999,False,1674,2020,5
198,458,Auto,2023-02-26,2021-04-11,257,Côte d’Ivoire,4,60,Nigeria,2022-10-09,2022,1906.16,272.61,272.61,1.0,1.0,14.301527678683845,1633.5500000000002,True,686,2023,2
199,365,Auto,2021-02-13,2022-10-23,65,Sénégal,13,45,Côte d’Ivoire,2025-04-22,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,617,2021,2
200,859,Habitation,2023-12-16,2025-08-09,239,Côte d’Ivoire,9,56,Maroc,2022-05-13,2022,1014.63,0.0,0.0,0.0,0.0,0.0,1014.63,True,602,2023,12
201,351,Habitation,2023-08-10,2021-08-31,289,Kenya,11,39,Kenya,2023-11-23,2023,1086.63,0.0,0.0,0.0,0.0,0.0,1086.63,True,709,2023,8
202,253,Vie,2023-06-23,2022-05-27,38,Côte d’Ivoire,7,39,Kenya,2023-02-06,2023,1695.35,2103.41,2103.41,1.0,1.0,124.06936620756777,-408.05999999999995,False,392,2023,6
203,781,Vie,2024-04-28,2025-03-22,25,Kenya,11,53,Sénégal,2021-07-10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,328,2024,4
204,803,Habitation,2020-03-26,2026-10-16,59,Sénégal,4,67,Kenya,2025-04-20,2025,0.0,6805.72,6805.72,2.0,2.0,0.0,-6805.72,False,2395,2020,3
205,1012,Santé,2025-02-08,2022-01-31,297,Sénégal,12,43,Sénégal,2024-08-02,2024,1111.01,878.08,878.08,1.0,1.0,79.03439212968381,232.92999999999995,True,1104,2025,2
206,459,Vie,2024-01-09,2022-09-04,158,Côte d’Ivoire,12,54,Sénégal,2021-10-31,2021,0.0,3787.41,3787.41,1.0,1.0,0.0,-3787.41,False,492,2024,1
207,917,Habitation,2021-01-12,2024-06-14,57,Nigeria,2,60,Maroc,2025-07-07,2025,1081.66,0.0,0.0,0.0,0.0,0.0,1081.66,True,1249,2021,1
208,499,Vie,2024-08-07,2026-02-01,48,Nigeria,14,62,Nigeria,2022-06-14,2022,790.32,2128.81,0.0,1.0,0.0,0.0,790.32,True,543,2024,8
209,950,Habitation,2022-12-10,2023-02-09,56,Maroc,6,22,Sénégal,2020-07-01,2020,1216.98,11239.21,11239.21,3.0,3.0,923.5328435964435,-10022.23,False,61,2022,12
210,508,Auto,2020-08-29,2024-11-23,65,Sénégal,13,43,Maroc,2020-06-04,2020,1269.26,3140.42,3140.42,1.0,1.0,247.42133211477554,-1871.16,False,1547,2020,8
211,501,Habitation,2022-07-08,2022-02-11,268,Sénégal,2,33,Maroc,2022-07-19,2022,1142.8,0.0,0.0,0.0,0.0,0.0,1142.8,True,147,2022,7
212,803,Auto,2024-05-05,2026-02-16,69,Côte d’Ivoire,10,67,Kenya,2025-04-20,2025,837.11,0.0,0.0,0.0,0.0,0.0,837.11,True,652,2024,5
213,598,Vie,2023-06-25,2025-02-12,216,Nigeria,13,28,Kenya,2022-11-24,2022,417.56,279.83,279.83,1.0,1.0,67.01551872784749,137.73000000000002,True,598,2023,6
214,166,Habitation,2020-03-10,2024-03-25,89,Côte d’Ivoire,14,40,Maroc,2022-02-18,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1476,2020,3
215,462,Vie,2025-10-05,2022-10-16,281,Maroc,10,61,Maroc,2022-07-12,2022,242.02,2660.6,2660.6,1.0,1.0,1099.3306338319146,-2418.58,False,1085,2025,10
216,920,Auto,2023-11-06,2024-03-27,257,Côte d’Ivoire,4,68,Nigeria,2022-06-28,2022,226.59,3072.1000000000004,3072.1000000000004,2.0,2.0,1355.796813628139,-2845.51,False,142,2023,11
217,114,Habitation,2025-09-17,2023-09-04,160,Sénégal,2,25,Kenya,2020-12-31,2020,3152.43,9549.509999999998,9549.509999999998,2.0,2.0,302.92536233952853,-6397.079999999998,False,744,2025,9
218,992,Vie,2025-06-30,2024-12-10,234,Nigeria,3,20,Sénégal,2023-01-11,2023,1603.57,0.0,0.0,0.0,0.0,0.0,1603.57,True,202,2025,6
219,207,Auto,2022-03-11,2024-09-29,131,Sénégal,9,68,Maroc,2024-02-15,2024,0.0,3341.19,3341.19,1.0,1.0,0.0,-3341.19,False,933,2022,3
220,515,Vie,2022-11-07,2021-08-17,49,Maroc,10,45,Kenya,2022-05-04,2022,1465.07,3020.36,3020.36,1.0,1.0,206.15806753260938,-1555.2900000000002,False,447,2022,11
221,709,Santé,2022-04-04,2026-03-09,147,Côte d’Ivoire,11,36,Maroc,2020-07-20,2020,378.11,4180.27,4180.27,2.0,2.0,1105.56980772791,-3802.1600000000003,False,1435,2022,4
222,1149,Auto,2022-01-25,2024-08-06,2,Maroc,11,28,Côte d’Ivoire,2024-03-26,2024,290.46,4201.69,4201.69,2.0,2.0,1446.5640707842733,-3911.2299999999996,False,924,2022,1
223,138,Auto,2025-06-18,2023-12-07,145,Nigeria,13,52,Sénégal,2020-07-08,2020,0.0,7880.02,7880.02,3.0,3.0,0.0,-7880.02,False,559,2025,6
224,339,Auto,2025-01-13,2023-09-02,61,Nigeria,5,38,Sénégal,2020-07-23,2020,1523.51,837.11,837.11,1.0,1.0,54.946144101449946,686.4,True,499,2025,1
225,537,Habitation,2023-08-14,2025-10-05,273,Maroc,14,53,Côte d’Ivoire,2021-05-15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,783,2023,8
226,68,Habitation,2024-05-28,2023-01-28,49,Maroc,10,57,Nigeria,2020-06-12,2020,0.0,4451.179999999999,4451.179999999999,2.0,2.0,0.0,-4451.179999999999,False,486,2024,5
227,383,Habitation,2020-04-19,2021-11-17,131,Sénégal,9,54,Nigeria,2024-06-21,2024,642.27,0.0,0.0,0.0,0.0,0.0,642.27,True,577,2020,4
228,19,Santé,2022-10-13,2022-07-10,43,Sénégal,1,19,Nigeria,2021-11-20,2021,0.0,1928.66,1928.66,1.0,1.0,0.0,-1928.66,False,95,2022,10
229,683,Santé,2025-05-15,2023-04-24,57,Nigeria,2,30,Sénégal,2025-07-29,2025,0.0,1273.79,1273.79,1.0,1.0,0.0,-1273.79,False,752,2025,5
230,74,Auto,2024-11-04,2024-08-29,50,Maroc,6,46,Maroc,2024-11-26,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,67,2024,11
231,573,Santé,2020-01-25,2024-10-18,178,Kenya,14,61,Nigeria,2020-02-10,2020,2709.13,0.0,0.0,0.0,0.0,0.0,2709.13,True,1728,2020,1
232,939,Vie,2022-04-22,2022-10-30,293,Kenya,6,68,Maroc,2022-08-31,2022,1681.78,2297.19,2297.19,1.0,1.0,136.59277670087647,-615.4100000000001,False,191,2022,4
233,1072,Auto,2022-01-07,2026-04-27,46,Nigeria,9,21,Kenya,2022-01-09,2022,974.73,0.0,0.0,0.0,0.0,0.0,974.73,True,1571,2022,1
234,211,Auto,2025-10-05,2026-06-28,170,Côte d’Ivoire,11,32,Nigeria,2023-11-29,2023,3187.7799999999997,3376.62,3376.62,1.0,1.0,105.92387178538043,-188.84000000000015,False,266,2025,10
235,855,Vie,2020-06-28,2026-04-15,271,Côte d’Ivoire,6,51,Kenya,2024-05-24,2024,2870.5,0.0,0.0,0.0,0.0,0.0,2870.5,True,2117,2020,6
236,651,Auto,2020-08-19,2023-01-16,139,Côte d’Ivoire,9,33,Côte d’Ivoire,2022-05-30,2022,1584.73,2943.22,2943.22,1.0,1.0,185.7237510490746,-1358.4899999999998,False,880,2020,8
237,994,Santé,2025-04-01,2022-11-06,247,Côte d’Ivoire,3,40,Nigeria,2025-06-18,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,877,2025,4
238,695,Habitation,2020-12-08,2026-12-04,148,Côte d’Ivoire,11,25,Côte d’Ivoire,2024-08-08,2024,298.52,9546.949999999999,9546.949999999999,3.0,3.0,3198.0939300549376,-9248.429999999998,False,2187,2020,12
239,540,Vie,2021-04-21,2023-12-02,230,Maroc,5,48,Nigeria,2024-04-14,2024,1796.31,5558.43,5558.43,2.0,2.0,309.4360104881674,-3762.1200000000003,False,955,2021,4
240,901,Santé,2024-12-27,2022-09-10,280,Côte d’Ivoire,10,34,Sénégal,2021-06-25,2021,308.29,0.0,0.0,0.0,0.0,0.0,308.29,True,839,2024,12
241,780,Vie,2021-03-30,2026-12-06,125,Kenya,10,58,Kenya,2025-10-23,2025,0.0,859.85,859.85,1.0,1.0,0.0,-859.85,False,2077,2021,3
242,1137,Vie,2023-06-09,2026-11-18,192,Nigeria,2,31,Sénégal,2025-08-24,2025,516.66,3618.83,3618.83,2.0,2.0,700.4277474548059,-3102.17,False,1258,2023,6
243,170,Auto,2020-10-15,2023-09-20,80,Maroc,13,60,Nigeria,2021-10-08,2021,3046.44,0.0,0.0,0.0,0.0,0.0,3046.44,True,1070,2020,10
244,1038,Auto,2023-05-21,2024-08-21,94,Nigeria,11,54,Kenya,2025-07-09,2025,145.06,7581.799999999999,7581.799999999999,2.0,2.0,5226.66482834689,-7436.739999999999,False,458,2023,5
245,288,Santé,2021-06-13,2024-10-09,226,Kenya,10,52,Côte d’Ivoire,2025-12-11,2025,3628.92,0.0,0.0,0.0,0.0,0.0,3628.92,True,1214,2021,6
246,189,Vie,2021-08-18,2021-10-13,65,Sénégal,13,28,Maroc,2021-05-29,2021,1713.33,4185.04,4185.04,1.0,1.0,244.2635102402923,-2471.71,False,56,2021,8
247,914,Auto,2021-03-10,2026-10-12,88,Sénégal,9,19,Sénégal,2022-03-12,2022,2542.13,0.0,0.0,0.0,0.0,0.0,2542.13,True,2042,2021,3
248,1179,Auto,2022-05-31,2022-11-18,88,Sénégal,9,42,Sénégal,2025-07-12,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,171,2022,5
249,694,Vie,2024-11-16,2024-07-29,201,Maroc,1,36,Maroc,2025-02-18,2025,1923.84,1464.23,229.65,2.0,1.0,11.937063373253494,1694.1899999999998,True,110,2024,11
250,888,Santé,2021-02-05,2025-01-04,214,Maroc,8,47,Côte d’Ivoire,2020-01-22,2020,2270.05,0.0,0.0,0.0,0.0,0.0,2270.05,True,1429,2021,2
251,471,Santé,2025-11-05,2023-01-08,204,Maroc,12,47,Sénégal,2022-07-18,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1032,2025,11
252,1099,Vie,2024-04-14,2026-05-13,89,Côte d’Ivoire,14,43,Sénégal,2020-07-13,2020,855.42,0.0,0.0,0.0,0.0,0.0,855.42,True,759,2024,4
253,277,Santé,2020-11-04,2026-03-10,61,Nigeria,5,35,Kenya,2020-06-09,2020,3855.4,0.0,0.0,0.0,0.0,0.0,3855.4,True,1952,2020,11
254,940,Auto,2020-12-08,2025-01-25,271,Côte d’Ivoire,6,36,Kenya,2021-09-23,2021,1898.75,211.81,211.81,1.0,1.0,11.15523370638578,1686.94,True,1509,2020,12
255,571,Vie,2021-03-11,2026-10-02,94,Nigeria,11,27,Nigeria,2022-03-31,2022,1387.3,4980.73,4980.73,1.0,1.0,359.0232826353348,-3593.4299999999994,False,2031,2021,3
256,857,Auto,2020-06-25,2022-05-01,27,Sénégal,6,48,Sénégal,2021-10-27,2021,1182.42,0.0,0.0,0.0,0.0,0.0,1182.42,True,675,2020,6
257,1001,Habitation,2020-05-18,2025-02-22,214,Maroc,8,52,Nigeria,2020-08-22,2020,2719.54,5811.47,2301.29,3.0,2.0,84.62056083014039,418.25,True,1741,2020,5
258,458,Habitation,2020-07-12,2026-06-25,74,Kenya,11,60,Nigeria,2022-10-09,2022,0.0,4486.02,0.0,1.0,0.0,0.0,0.0,False,2174,2020,7
259,918,Santé,2023-03-30,2024-10-19,61,Nigeria,5,65,Sénégal,2023-10-13,2023,1893.24,0.0,0.0,0.0,0.0,0.0,1893.24,True,569,2023,3
260,833,Habitation,2022-07-31,2023-10-28,186,Sénégal,13,55,Kenya,2023-05-22,2023,0.0,10296.33,10296.33,3.0,3.0,0.0,-10296.33,False,454,2022,7
261,1088,Auto,2021-06-08,2025-11-01,31,Nigeria,9,23,Kenya,2021-12-20,2021,1900.1,0.0,0.0,0.0,0.0,0.0,1900.1,True,1607,2021,6
262,839,Habitation,2024-06-12,2022-10-30,219,Maroc,7,27,Côte d’Ivoire,2025-03-24,2025,0.0,1488.94,1488.94,1.0,1.0,0.0,-1488.94,False,591,2024,6
263,193,Auto,2022-01-10,2024-05-05,12,Maroc,2,50,Nigeria,2020-01-23,2020,0.0,1734.29,1734.29,1.0,1.0,0.0,-1734.29,False,846,2022,1
264,616,Santé,2022-05-11,2023-04-15,32,Kenya,13,49,Côte d’Ivoire,2025-01-20,2025,3631.96,2787.59,2787.59,1.0,1.0,76.75167127391272,844.3699999999999,True,339,2022,5
265,406,Santé,2022-08-11,2023-05-26,160,Sénégal,2,49,Kenya,2023-03-23,2023,1477.68,0.0,0.0,0.0,0.0,0.0,1477.68,True,288,2022,8
266,943,Auto,2023-07-26,2023-09-29,237,Nigeria,7,35,Maroc,2024-05-07,2024,1862.0,0.0,0.0,0.0,0.0,0.0,1862.0,True,65,2023,7
267,721,Habitation,2023-06-28,2021-09-07,227,Nigeria,7,45,Sénégal,2024-08-28,2024,0.0,2123.42,2123.42,1.0,1.0,0.0,-2123.42,False,659,2023,6
268,93,Santé,2024-10-09,2026-04-24,181,Côte d’Ivoire,9,64,Sénégal,2025-09-07,2025,291.01,4113.0,4113.0,2.0,2.0,1413.3534930071132,-3821.99,False,562,2024,10
269,430,Vie,2025-12-27,2025-06-07,46,Nigeria,9,24,Côte d’Ivoire,2020-01-08,2020,814.32,1944.23,1732.89,2.0,1.0,212.80209254347184,-918.57,False,203,2025,12
270,654,Santé,2022-03-02,2024-06-17,80,Maroc,13,29,Sénégal,2021-07-08,2021,2022.1799999999998,1188.11,0.0,1.0,0.0,0.0,2022.1799999999998,True,838,2022,3
271,434,Habitation,2021-06-29,2023-05-22,135,Côte d’Ivoire,12,18,Sénégal,2022-06-23,2022,3420.49,0.0,0.0,0.0,0.0,0.0,3420.49,True,692,2021,6
272,1136,Vie,2025-01-18,2023-04-15,260,Sénégal,1,67,Kenya,2025-04-30,2025,0.0,1695.14,1695.14,1.0,1.0,0.0,-1695.14,False,644,2025,1
273,375,Habitation,2022-10-13,2023-07-08,247,Côte d’Ivoire,3,61,Nigeria,2021-08-15,2021,1470.87,912.66,0.0,1.0,0.0,0.0,1470.87,True,268,2022,10
274,1083,Auto,2025-04-11,2025-09-21,159,Côte d’Ivoire,2,43,Maroc,2021-10-26,2021,0.0,3122.59,3122.59,1.0,1.0,0.0,-3122.59,False,163,2025,4
275,1067,Vie,2024-04-02,2024-08-06,203,Maroc,12,23,Côte d’Ivoire,2025-11-28,2025,781.5699999999999,0.0,0.0,0.0,0.0,0.0,781.5699999999999,True,126,2024,4
276,207,Habitation,2020-02-26,2026-03-13,112,Maroc,8,68,Maroc,2024-02-15,2024,0.0,5440.4400000000005,5440.4400000000005,2.0,2.0,0.0,-5440.4400000000005,False,2207,2020,2
277,780,Vie,2025-11-29,2022-02-07,292,Kenya,7,58,Kenya,2025-10-23,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1391,2025,11
278,1142,Habitation,2020-01-05,2026-10-07,119,Nigeria,8,52,Nigeria,2025-08-12,2025,0.0,9975.52,9975.52,3.0,3.0,0.0,-9975.52,False,2467,2020,1
279,532,Vie,2023-12-08,2024-08-20,17,Sénégal,10,47,Sénégal,2023-02-12,2023,0.0,2851.6400000000003,2851.6400000000003,2.0,2.0,0.0,-2851.6400000000003,False,256,2023,12
280,166,Habitation,2023-09-24,2024-02-13,227,Nigeria,7,40,Maroc,2022-02-18,2022,184.68,0.0,0.0,0.0,0.0,0.0,184.68,True,142,2023,9
281,643,Auto,2024-12-25,2021-07-29,117,Sénégal,1,26,Côte d’Ivoire,2023-12-26,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1245,2024,12
282,1180,Vie,2023-07-06,2023-12-01,43,Sénégal,1,34,Kenya,2021-05-09,2021,2813.93,1807.39,1807.39,1.0,1.0,64.23009811900083,1006.5399999999997,True,148,2023,7
283,90,Vie,2025-11-07,2023-03-27,115,Nigeria,10,33,Sénégal,2021-02-28,2021,0.0,10883.810000000001,10883.810000000001,3.0,3.0,0.0,-10883.810000000001,False,956,2025,11
284,1118,Vie,2023-06-27,2021-08-22,283,Kenya,3,57,Côte d’Ivoire,2020-01-26,2020,1627.38,0.0,0.0,0.0,0.0,0.0,1627.38,True,674,2023,6
285,13,Vie,2023-02-05,2023-03-04,37,Côte d’Ivoire,4,41,Sénégal,2020-02-12,2020,0.0,8401.18,8401.18,3.0,3.0,0.0,-8401.18,False,27,2023,2
286,973,Auto,2021-10-29,2026-03-23,113,Kenya,14,25,Kenya,2025-02-27,2025,1711.15,0.0,0.0,0.0,0.0,0.0,1711.15,True,1606,2021,10
287,805,Vie,2023-07-05,2025-06-02,35,Maroc,1,22,Nigeria,2023-07-25,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,698,2023,7
288,945,Santé,2022-09-23,2026-12-07,132,Maroc,7,59,Sénégal,2021-03-12,2021,0.0,7058.11,7058.11,2.0,2.0,0.0,-7058.11,False,1536,2022,9
289,742,Auto,2025-04-10,2021-12-01,228,Maroc,1,33,Côte d’Ivoire,2025-07-14,2025,1020.11,0.0,0.0,0.0,0.0,0.0,1020.11,True,1226,2025,4
290,876,Santé,2020-10-08,2024-09-21,147,Côte d’Ivoire,11,38,Côte d’Ivoire,2022-06-21,2022,1517.25,4762.1,4762.1,1.0,1.0,313.86389850057674,-3244.8500000000004,False,1444,2020,10
291,1174,Vie,2023-05-12,2025-06-28,122,Maroc,8,55,Maroc,2020-09-01,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,778,2023,5
